受付番号,受付日,発行日,依頼者名,部,課,担当者,品番,品名,色,試験基準,製品検査,生地検査,付属,ロット
Q2726002335,2026-02-09,2026-02-12,&#28493;坊瑞思百&#24503;&#36827;出口有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y662YMA(LSN-6017) ,トラックJKT,N9本体、N9製品、白刺繍、クロ衿テープ、ピンク
衿テープ、ブラック
衿テープ、ブラック×白
リブ、ブラック刺繍,しまむら,合格,合格,,
Q2726002546,2026-02-09,2026-02-12,Grand Concord Garment(Hong Kong) Limited&#35832;城裕泰&#38024;&#32455;有限公司（广豪）,アンダーウェア,,婦人アンダーウェア　笹田,9N62ARR ,カップ付きタンクトップ,53製品、N3製品、N9製品、N9身生地、黒カップ、グレー
アンダーゴム、ブラック
アンダーゴム、モスグリーン
アンダーゴム,しまむら,合格,合格,,
Q2726002567,2026-02-09,2026-02-12,&#35832;城方利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,926234R ,婦人ショーツ,N9AブラックA製品、N9BブラックB製品、黒×白ゴム、黒本体,しまむら,合格,合格,,
Q2726002555,2026-02-09,2026-02-12,&#35832;城方利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,9M62FHR ,ノースリーブ,10製品、14製品、N9本体、N9製品,しまむら,合格,合格,,
Q2726002559,2026-02-09,2026-02-12,&#35832;城方利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,92621XR ,婦人ショーツ,N9AブラックA製品、N9BブラックB製品、黒本体、ブルーゴム,しまむら,合格,合格,,
Q2726002569,2026-02-09,2026-02-12,&#35832;城方利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,926224R ,ショーツ,67ネイビー製品、N9ブラック製品、黒本体、グレーゴム,しまむら,合格,合格,,
Q2726002563,2026-02-09,2026-02-12,&#35832;城方利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,92622ER ,ショーツ,N9A製品、N9B製品、黒×白ゴム、ブラック身生地,しまむら,合格,合格,,
Q2726002615,2026-02-09,2026-02-13,大?程?国&#38469;&#36152;易有限公司（帛来）,婦人ナイティー,,婦人ナイティー,40633LA ,婦人パジャマ,03ピンク製品、N3グレー本体、N3グレー製品、白シックテープ,しまむら,合格,合格,,
Q2726002561,2026-02-09,2026-02-12,&#35832;城方利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,92623ER ,ショーツ,67製品、N9製品、黒×ピンクゴム、黒本体,しまむら,合格,合格,,
Q2726002544,2026-02-09,2026-02-12,Grand Concord Garment(Hong Kong) Limited&#35832;城裕泰&#38024;&#32455;有限公司（广豪）,アンダーウェア,,婦人アンダーウェア　笹田,9N62BRR ,カップ付きタンクトップ,10製品、N3製品、N9製品、白アンダーゴム、黒
アンダーゴム、黒カップ、グレー
アンダーゴム、ベージュカップ,しまむら,合格,合格,,
Q2726002613,2026-02-09,2026-02-13,大?程?国&#38469;&#36152;易有限公司（帛来）,婦人ナイティー,,婦人ナイティー,40631LA ,半袖・五分丈パンツ,65ブルー本体、65ブルー製品、白シックテープ,しまむら,合格,合格,,
Q2726002609,2026-02-09,2026-02-13,大?程?国&#38469;&#36152;易有限公司（帛来）,婦人ナイティー,,婦人ナイティー,40632LA ,パジャマ,67本体、67製品、白シックテープ,しまむら,合格,合格,,
Q2726002611,2026-02-09,2026-02-13,大?程?国&#38469;&#36152;易有限公司（帛来）,婦人ナイティー,,婦人ナイティー,40630LA ,パジャマ,63本体、63製品、白シックテープ,しまむら,合格,合格,,
Q2726002405,2026-02-08,2026-02-11,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),子供ナイティー,,子供ナイティー,6P630JR ,敷きパッド,63製品、白裏地、アイボリー包み部分、サックス包み部分,しまむら,合格,合格,,
Q2726002407,2026-02-08,2026-02-12,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),キッズカジュアル,,キッズカジュアル,R5635PZ ,半袖シャツ,N0、N2、N3,しまむら,,合格,,
Q2726002458,2026-02-08,2026-02-12,青&#23707;伊美瑛国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y5633RR ,Tシャツ,67製品、白サガラ刺繍、紺刺繍、紺サガラ刺繍、赤刺繍、グレー刺繍、ピンク刺繍,しまむら,合格,合格,,
Q2726002490,2026-02-08,2026-02-11,Grand Concord Garment(Hong Kong) Limited&#35832;城裕泰&#38024;&#32455;有限公司（广豪）,アンダーウェア,,婦人アンダーウェア　笹田,9N627HR/9N628HR/9N629HR ,生地,03、10、13、14、17、63、N9,しまむら,合格,,,
Q2726002436,2026-02-08,2026-02-13,青&#23707;伊美瑛国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y6625MR ,ジップパーカー,15刺繍、15本体、15製品、15リブ、N1刺繍、N3刺繍、紺×赤
刺繍,しまむら,合格,合格,,
Q2726002488,2026-02-08,2026-02-11,高密市?&#21326;美制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,9K620VR/9G621VR ,成型リブハーフトップ/ショーツ,82、N9,しまむら,合格,,,
Q2726002159,2026-02-08,2026-02-12,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),子供ナイティー,,子供ナイティー,6762VAR ,パジャマ,N9製品、黒本体、黒リブ,しまむら,合格,合格,,
Q2726002468,2026-02-08,2026-02-11,大?&#39536;毅服&#39280;科技&#21457;展有限公司,アンダーウェア,,婦人アンダーウェア　笹田,9L620QR ,肌着,13本体、67本体、白天竺、白裏地,しまむら,合格,,,
Q2726002337,2026-02-08,2026-02-11,&#23425;波日恒&#36827;出口有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y662XMA ,婦人パーカー,N9本体、N9製品、ブラックリブ,しまむら,合格,合格,,
Q2726002328,2026-02-08,2026-02-11,&#23425;波日恒&#36827;出口有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y662ZMA ,婦人長袖シャツ,N9本体、N9製品、赤刺繍糸、ブラックリブ,しまむら,合格,合格,,
Q2726002414,2026-02-08,2026-02-12,山&#19996;省&#28493;坊市&#36827;出口有限公司,子供ナイティー,,子供ナイティー,6763CPR ,パジャマ,67半袖、67長袖、67長パンツ、白肩テープ、白腹巻、白シックテープ、紺袖ワッペン、ネイビー刺繍,しまむら,合格,合格,,
Q2726002432,2026-02-08,2026-02-13,青&#23707;伊美瑛国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y6624MR ,ジップパーカー,15刺繍、15製品、N1刺繍、N3刺繍、赤×紺
ワッペン、ブラウン本体、ブラウンリブ,しまむら,合格,合格,,
Q2726002429,2026-02-08,2026-02-12,&#35832;城和&#35802;服装&#38024;&#32455;有限公司,紳士ナイティー,,紳士ナイティー,22621PR ,パジャマ,N3本体、N3製品、白シックテープ、紺パイピング,しまむら,合格,合格,,
Q2726002434,2026-02-08,2026-02-12,青&#23707;伊美瑛国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y4624MR ,パンツ,15本体、15製品、白シックテープ、キイロ刺繍、ネイビー刺繍、ブルー刺繍,しまむら,合格,合格,,
Q2726002476,2026-02-08,2026-02-12,&#35832;城和&#35802;服装&#38024;&#32455;有限公司,紳士ナイティー,,紳士ナイティー,22621XR ,紳士パジャマ,N3本体、N3製品、白シックテープ、紺パイピング,しまむら,合格,合格,,
Q2726002460,2026-02-08,2026-02-11,青&#23707;伊美瑛国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y4630WA ,パンツ,N1本体、N1腰ひも、N9本体、N9腰ひも,しまむら,合格,,,
Q2726002472,2026-02-08,2026-02-12,青&#23707;朗和国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,A6620WR ,婦人ジャケット,N9本体,しまむら,合格,合格,,
Q1726000033,2026-02-08,2026-02-11,南通同泰服装有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y9630QC ,生地,白、グレー、サックス,しまむら,合格,,,
Q2726002462,2026-02-08,2026-02-12,青&#23707;伊美瑛国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y4630WA ,婦人パンツ,N9本体、白シックテープ、白パイピング、ピンク刺繍、ピンクパイピング,しまむら,合格,合格,,
61026003679,2026-02-06,2026-03-03,江?嘉晟&#36827;出口&#36152;易有限公司,岡山,,唐木,5G6368Q ,APEX紳士アンクル丈ソックス3P,A-1 N9ブラック、A-2 55グリーン、A-3 N7チャコール,しまむら,合格,合格,,
61026003691,2026-02-06,2026-02-10,南通?川服飾有限公司,,,,Y4630ZA ,ショートパンツ,N1アイスグレー杢裏毛、N9ブラック、N9ブラック本体、N9ブラック裏毛、アイスグレー杢スピンドル、ピンクパイピング、ブラックスピンドル、ホワイト吊りテープ,しまむら,合格,合格,,
61026003661,2026-02-06,2026-02-10,上海昊客商&#36152;有限公司,,,?山,R5637PZ ,半袖Tシャツ,05レッド、05レッド本体、14ベージュ、55グリーン、63サックス、67ネイビー、チャ系刺繍、レッドリブ,しまむら,合格,合格,,
61526003823,2026-02-06,2026-02-10,上海&#39134;&#39532;&#36827;出口有限公司,岡山,,飼田,E5632DR ,,N0ホワイト,しまむら,,合格,,
Q2726002320,2026-02-06,2026-02-10,&#35832;城方利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,926203R ,ショーツ,黒×黒製品、黒×ラベンダー製品、黒本体、黒ゴム,しまむら,合格,合格,,
Q2726002316,2026-02-06,2026-02-11,Grand Concord Garment(Hong Kong) Limited&#35832;城裕泰&#38024;&#32455;有限公司（广豪）,アンダーウェア,,婦人アンダーウェア　笹田,9L624CR ,ハーフトップ+ショーツ,10ショーツ、10ハーフトップ、N9身生地、N9ショーツ、N9ハーフトップ、白ゴム、黒カップ、黒ゴム、黒テープ、ベージュカップ,しまむら,合格,合格,,
61526003821,2026-02-06,2026-02-10,上海&#39134;&#39532;&#36827;出口有限公司,岡山,,飼田,E4630UR ,ショートパンツ,05レッド,しまむら,,合格,,
Q2726002324,2026-02-06,2026-02-10,&#23425;波日恒&#36827;出口有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y563WMA ,婦人シャツ,N9本体,しまむら,合格,合格,,
Q2726002314,2026-02-06,2026-02-10,Grand Concord Garment(Hong Kong) Limited&#35832;城裕泰&#38024;&#32455;有限公司（广豪）,アンダーウェア,,婦人アンダーウェア　笹田,9L627RR ,ハーフトップ&ショーツ,N3ショーツ、N3ハーフトップ、N9ショーツ、N9ハーフトップ、白総柄ゴム、黒本体,しまむら,合格,合格,,
Q2726002309,2026-02-06,2026-02-10,山&#19996;省&#28493;坊市&#36827;出口有限公司,子供ナイティー,,子供ナイティー,6663FJR ,パジャマ,05上衣、05下衣,しまむら,,合格,,
Q2726002311,2026-02-06,2026-02-10,高密亨利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,9H6264R/9H621CR/9H623RR ,ショーツ,N7,しまむら,合格,,,
Q2726002244,2026-02-06,2026-02-10,大?程?国&#38469;&#36152;易有限公司（帛来）,婦人ナイティー,,婦人ナイティー,40634LA/40635LA ,パジャマ,03、N7,しまむら,合格,,,
Q2726002312,2026-02-06,2026-02-10,高密亨利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,9H6264R ,スタンダードショーツ,67ネイビー製品、N7チャコール製品、N9ブラック本体、N9ブラック製品、黒×オフ
ゴム,しまむら,合格,合格,,
Q2726002319,2026-02-06,2026-02-10,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),キッズカジュアル,,キッズカジュアル,F5630LZ/F5631LZ/F5632LZ ,Tシャツ,55本体、55リブ、63本体、63リブ、65本体、65リブ、N7本体、N7リブ、N8本体、N8リブ,しまむら,合格,,,
61526003839,2026-02-06,2026-02-11,上海&#39134;&#39532;&#36827;出口有限公司,岡山,,飼田,E5632UR ,丸首半袖T,63サックス、82ラベンダー、82ラベンダー本体、82ラベンダーリブ,しまむら,合格,合格,,
Q2726002399,2026-02-06,2026-02-11,&#35832;城方利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,926213R ,ショーツ,ブラック
身生地、ブラック×
シルバー製品、ブラック×
ブルー製品、ブラック×白
ゴム,しまむら,合格,合格,,
Q2726002401,2026-02-06,2026-02-06,&#35832;城方利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,9Q625BA/9Q626BA ,生地,N9,しまむら,合格,,,
61526003835,2026-02-06,2026-02-10,上海&#39134;&#39532;&#36827;出口有限公司,岡山,,飼田,E4631UR ,ショートパンツ,63サックス,しまむら,,合格,,
Q2726001700,2026-02-06,2026-02-10,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),キッズカジュアル,,キッズカジュアル,F5631BZ ,Tシャツ,N1、N7,しまむら,,合格,,
61526003827,2026-02-06,2026-02-10,上海&#39134;&#39532;&#36827;出口有限公司,岡山,,飼田,E5630YR ,,N8クロ本体、N8クロリブ部分、製品N8クロ,しまむら,合格,合格,,
Q2726002344,2026-02-06,2026-02-10,青&#23707;紫?国&#38469;&#36152;易有限公司,ライフグッズ,,ライフグッズ,1P604BB ,巾着,,しまむら,,合格,,
61526003833,2026-02-06,2026-02-10,上海&#39134;&#39532;&#36827;出口有限公司,岡山,,飼田,E4632DR ,ショートパンツ,03ピンク,しまむら,,合格,,
61026003500,2026-02-05,2026-02-09,如皋帝晨服&#39280;有限公司,岡山,,,6662ZAR ,,N3Aグレー、N9ブラック、製品、クロ系ワッペン,しまむら,合格,合格,,
61026003462,2026-02-05,2026-02-09,祥安服装如&#19996;有限公司,岡山,,平松,No.1:CG-7MFNo.2:CG-2MIKUNo.3:CG-3MIKU ,ゴム(ミッフィーエステルベアボクサー2P/初音ミク 紳士2Pボクサー)BW6218R/BW6418R,エメG、ブラック,しまむら,合格,,,
Q2726002263,2026-02-05,2026-02-09,Grand Concord Garment(Hong Kong) Limited&#35832;城裕泰&#38024;&#32455;有限公司（广豪）,婦人アンダ－ウェア,,婦人アンダ-ウェア,9M62LRA ,長袖,N9,しまむら,,合格,,
Q2726002265,2026-02-05,2026-02-09,Grand Concord Garment(Hong Kong) Limited&#35832;城裕泰&#38024;&#32455;有限公司（广豪）,アンダーウェア,,婦人アンダーウェア　笹田,9M62LRR ,長袖,N9ブラック,しまむら,,合格,,
61026003493,2026-02-05,2026-02-10,上海昊客商&#36152;有限公司,,,?山,F4630CZ ,,05レッド、83パープル,しまむら,,合格,,
Q2726002271,2026-02-05,2026-02-09,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),レディ－スカジュアル,,レディ-スカジュアル,Y5649MA ,シャツ,N9ブラック,しまむら,,合格,,
Q2726001364,2026-02-05,2026-02-10,青&#23707;承越皮革制品有限公司,ライフグッズ,,ライフグッズ,1R4641R ,ランリュック,中茶,しまむら,,合格,,
Q2726002273,2026-02-05,2026-02-09,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),レディ－スカジュアル,,レディ-スカジュアル,Y5646MA ,婦人シャツ,N9D,しまむら,,合格,,
Q2726002269,2026-02-05,2026-02-09,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),レディ－スカジュアル,,レディ-スカジュアル,Y5645MA ,婦人シャツ,N9,しまむら,,合格,,
61026003520,2026-02-05,2026-02-09,上海昊客商&#36152;有限公司,,,?山,G5631WZ ,半袖Tシャツ,製品、グリーン系ワッペン、ピンク×白ワッペン、ピンク系刺繍、ピンク系ワッペン,しまむら,合格,合格,,
61026003514,2026-02-05,2026-02-09,祥安服装如&#19996;有限公司,岡山,,平松,TH622SQ ,Reebok ナイロンベア ハイネック長袖,製品,しまむら,,合格,,
61526003766,2026-02-05,2026-02-09,上海&#39134;&#39532;&#36827;出口有限公司,岡山,,飼田,E2630MR ,Tシャツ+ショートパンツ,N9ブラック本体、製品,しまむら,合格,合格,,
Q2726002234,2026-02-05,2026-02-09,Grand Concord Garment(Hong Kong) Limited&#35832;城裕泰&#38024;&#32455;有限公司（广豪）,アンダーウェア,,婦人アンダーウェア　笹田,9N624CR ,カップ付きタンクトップ,10製品、N7製品、N9本体、N9製品、白胸下ゴム、黒胸下ゴム、黒カップ、チャコール
胸下ゴム、ベージュカップ,しまむら,合格,合格,,
